0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.712839996827294e-304,2.9606198072945722e-273,2.6946564297174572e-283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2195094812911763e-208,3.9551233305765235e-168,1.5243754325211027e-176,7.20555692294618e-239,0.0,0.0,0.0,0.0,0.0,0.0
2.4002303403084258e-133,3.76230238652002e-85,7.176898752278637e-87,9.752009310402276e-143,4.1403085901376235e-252,0.0,0.0,0.0,0.0,0.0
6.30738472690473e-97,1.8429657706778013e-36,6.87760481004669e-25,2.9617770079712973e-67,3.840022242583192e-161,1.5468131738261795e-298,0.0,0.0,0.0,0.0
1.5386376384843885e-108,5.564316004948276e-29,1.0,2.412986097270597e-25,1.2874925056464137e-99,2.2400770144059083e-216,0.0,0.0,0.0,0.0
1.0037135471601256e-169,2.891400147215355e-70,5.469665145989072e-25,2.0663665219068333e-29,1.592348366818387e-82,1.7866335593355775e-177,2.7552476354992905e-304,0.0,0.0,0.0
